TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,23825,PPA,632,01,PA Seminar and Evaluation,In Person,Lecture/Discussion,45,55,135,3,3,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24779,PPA,678,01,Clinical Practice IX,In Person,Field Work,44,50,88,2,2,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24893,PPA,678,IS,Clinical Practice IX,Independent Study,Field Work,1,1,2,2,2,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24521,PPA,679,01,Clinical Practice X,In Person,Field Work,44,50,88,2,2,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24892,PPA,679,IS,Clinical Practice X,Independent Study,Field Work,1,1,2,2,2,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24522,PPA,680,01,Clinical Practice XI,In Person,Field Work,45,50,90,2,2,11500209,"Guerin, Sara",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24261,THE,225,01,Acting for Non-Majors,In Person,Lecture/Discussion,18,20,54,3,3,79110838,"Haley, Janet",Flint Theatre and Dance,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24262,THE,230,01,Acting I: Intro To Acting,In Person,Lecture/Discussion,14,20,42,3,3,79110838,"Haley, Janet",Flint Theatre and Dance,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24267,THE,320,01,Intro to Directing: Principles,In Person,Lecture/Discussion,7,12,21,3,3,79110838,"Haley, Janet",Flint Theatre and Dance,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24886,THE,399,99,Special Projects,Independent Study,Study,1,5,3,3,1,79110838,"Haley, Janet",Flint Theatre and Dance,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24762,MUS,381,01,"Teaching Gen Music, Grades K-8",In Person,Lecture/Discussion,10,30,30,3,3,52549184,"Hall, Amy",Flint Music,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,20786,MTH,120,W1,Pre-Calculus Mathematics,Fully Online,Online/Web Based,18,35,72,4,4,92335872,"Han, Lixing",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,23289,MTH,121,W1,Calculus I,Fully Online,Online/Web Based,31,35,124,4,4,92335872,"Han, Lixing",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24084,MTH,370,01,Applied Stats and Data II,In Person,Lecture/Discussion,5,35,15,3,3,92335872,"Han, Lixing",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24634,HIS,113,W1,World History: 1400 to 1900,Fully Online,Online/Web Based,27,30,81,3,3,79380767,"Hanashiro, Roy",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,22731,HIS,291,W1,East Asia Since 1600,Fully Online,Online/Web Based,23,30,69,3,3,79380767,"Hanashiro, Roy",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,24039,HIS,378,W1,Japan as a Global Power,Fully Online,Online/Web Based,22,30,66,3,3,79380767,"Hanashiro, Roy",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,23337,NUR,202,01,Health Assessment,In Person,Lecture/Lab,14,14,42,3,3,38828400,"Harris-Diouf, Alishia",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,22674,NUR,202,02,Health Assessment,In Person,Lecture/Lab,14,14,42,3,3,38828400,"Harris-Diouf, Alishia",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,22675,NUR,202,03,Health Assessment,In Person,Lecture/Lab,7,14,21,3,3,38828400,"Harris-Diouf, Alishia",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,22677,NUR,202,04,Health Assessment,In Person,Lecture/Lab,12,14,36,3,3,38828400,"Harris-Diouf, Alishia",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24616,CSC,580,01,Advanced Software Engineering,In Person,Lecture/Lab,3,35,12,4,4,73334566,"Hart, John",Flint Computer Science,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24617,CSC,580,W1,Advanced Software Engineering,Fully Online,Online/Web Based,14,35,56,4,4,73334566,"Hart, John",Flint Computer Science,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24122,SCI,125,01,Scientific Inquiry I,In Person,Lecture/Lab,24,24,96,4,4,24101042,"Hart, Stephanie",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24123,SCI,126,01,Scientific Inquiry II,In Person,Lecture/Lab,15,24,60,4,4,24101042,"Hart, Stephanie",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24053,AFA,203,W1,Origins of Modern Racism,Fully Online,Online/Web Based,23,30,69,3,3,34966183,"Hatfield-Myers, Cody",Flint Philosophy,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24052,PHL,203,W1,Origins of Modern Racism,Fully Online,Online/Web Based,6,30,18,3,3,34966183,"Hatfield-Myers, Cody",Flint Philosophy,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,22726,HIS,114,01,Twentieth Century World Hist,In Person,Lecture/Discussion,11,30,33,3,3,62845004,"Havrilcsak, Gregory",Flint History,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22863,HIS,114,02,Twentieth Century World Hist,In Person,Lecture/Discussion,29,30,87,3,3,62845004,"Havrilcsak, Gregory",Flint History,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22235,HIS,120,W1,United States to 1865,Fully Online,Online/Web Based,27,30,81,3,3,62845004,"Havrilcsak, Gregory",Flint History,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22733,HIS,329,01,Michigan History,In Person,Lecture/Discussion,6,30,18,3,3,62845004,"Havrilcsak, Gregory",Flint History,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22392,PSY,300,W1,Psychology Career Preparation,Fully Online,Online/Web Based,26,27,78,3,3,60518773,"Heinze, Hillary",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23200,PSY,300,W2,Psychology Career Preparation,Fully Online,Online/Web Based,26,27,78,3,3,60518773,"Heinze, Hillary",Flint Psychology,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24474,EIM,349,F1,Innovation Management,Hyperflex,Online/Web Based,20,35,60,3,3,51417318,"Hemphill, Thomas",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24514,MGT,547,F1,Strategic Innovation Mgt,Hyperflex,Online/Web Based,28,40,84,3,3,51417318,"Hemphill, Thomas",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,23185,MGT,552,W1,Nonmarket Strategy,Fully Online,Online/Web Based,34,40,102,3,3,51417318,"Hemphill, Thomas",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,20416,AMC,590,99,Directed Study,Independent Study,Study,1,5,3,6,1,20282130,"Henthorn, Thomas",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,24028,HIS,244,W1,The Birth of Baseball,Fully Online,Online/Web Based,25,30,75,3,3,20282130,"Henthorn, Thomas",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,24030,HIS,316,W1,America Comes of Age:1877-1920,Fully Online,Online/Web Based,12,30,36,3,3,20282130,"Henthorn, Thomas",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,24756,HIS,391,99,Directed Reading in History,Independent Study,Study,3,5,9,3,1,20282130,"Henthorn, Thomas",Flint History,Flint CASE,201000,PROFESSOR
202420,Winter 2024,24073,MTH,111,04,College Algebra,In Person,Lecture/Discussion,22,35,66,3,3,17745340,"Herta, Jean",Flint Mathematics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23470,CHM,261,01,General Chemistry Laboratory,In Person,Laboratory,23,24,23,1,1,65207574,"Herzog, Douglas",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,20824,CHM,263,04,Intro Quant Analysis Lab,In Person,Laboratory,16,24,16,1,1,65207574,"Herzog, Douglas",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24094,CHM,331,01,Organic Chemistry Lab I,In Person,Lecture/Lab,17,20,17,1,1,65207574,"Herzog, Douglas",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24160,ADM,511,W1,History of Contemporary Art,Fully Online,Online/Web Based,3,30,9,3,3,70552928,"Hess, Gerald",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24151,ARH,112,W1,Renaissance-Modern Art History,Fully Online,Online/Web Based,31,30,93,3,3,70552928,"Hess, Gerald",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23444,ARH,411,W1,History of Contemporary Art,Fully Online,Online/Web Based,14,30,42,3,3,70552928,"Hess, Gerald",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24863,NUR,370,W3,Health Policy for Nursing,Fully Online,Online/Web Based,11,30,22,2,2,00396506,"Hetzner, Rachel",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,21244,CDR,330,W1,Crisis Intervention,Fully Online,Online/Web Based,25,25,75,3,3,36524388,"Hilliker, Bernadette",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23255,SWR,302,W1,Hum Behav in Soc Env II Macro,Fully Online,Online/Web Based,26,25,78,3,3,36524388,"Hilliker, Bernadette",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24639,SWR,302,W2,Hum Behav in Soc Env II Macro,Fully Online,Online/Web Based,24,25,72,3,3,36524388,"Hilliker, Bernadette",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,22946,AGE,352,W1,Chronic Illness and Aging,Fully Online,Online/Web Based,26,30,78,3,3,73337367,"Hilliker, Laurel",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,22947,AGE,552,W1,Chronic Illness and Aging,Fully Online,Online/Web Based,5,30,15,3,3,73337367,"Hilliker, Laurel",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,24537,HCR,212,W1,Health Care in the US,Fully Online,Online/Web Based,35,35,105,3,3,73337367,"Hilliker, Laurel",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,24841,HCR,212,W2,Health Care in the US,Fully Online,Online/Web Based,35,35,105,3,3,73337367,"Hilliker, Laurel",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202880,LEO Lecturer IV
202420,Winter 2024,24720,ANT,335,01,Language Variation In Society,In Person,Lecture/Discussion,3,30,9,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22968,COM,338,W2,Communications in Business,Fully Online,Online/Web Based,21,24,63,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24200,COM,338,W4,Communications in Business,Fully Online,Online/Web Based,23,24,69,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22967,ENG,338,W2,Communications in Business,Fully Online,Online/Web Based,2,24,6,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24201,ENG,338,W4,Communications in Business,Fully Online,Online/Web Based,1,24,3,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24298,LIN,335,01,Language Variation in Society,In Person,Lecture/Discussion,8,30,24,3,3,89614264,"Hiramatsu, Kazuko",Flint English,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20043,RTT,321,01,Technical Radiation Oncology,In Person,Lecture/Discussion,5,10,15,3,3,65129272,"Hollenbeck, Julie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24348,RTT,394,01,Spec Tpcs in Radiation Therapy,In Person,Study,5,10,15,3,1,65129272,"Hollenbeck, Julie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,21240,RTT,410,W1,Mock Registry Reviews,Fully Online,Online/Web Based,7,10,14,2,2,65129272,"Hollenbeck, Julie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24342,RTT,423,01,Radiobiology,In Person,Lecture/Discussion,5,10,15,3,3,65129272,"Hollenbeck, Julie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,20045,RTT,432,W1,Radiation Physics II,Fully Online,Online/Web Based,7,10,21,3,3,65129272,"Hollenbeck, Julie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24333,BIO,168,04,Human Anatomy/Physiology II,In Person,Lecture/Discussion,12,22,48,4,4,72179942,"Hollis-Etter, Karmen",Flint Biology,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24334,BIO,168,05,Human Anatomy/Physiology II,In Person,Lecture/Discussion,8,22,32,4,4,72179942,"Hollis-Etter, Karmen",Flint Biology,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,22596,BIO,111,01,Organismal Biology,In Person,Lecture/Discussion,21,24,84,4,4,41573760,"Holzer, Cynthia",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22597,BIO,111,02,Organismal Biology,In Person,Lecture/Discussion,10,24,40,4,4,41573760,"Holzer, Cynthia",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22598,BIO,111,03,Organismal Biology,In Person,Lecture/Discussion,22,24,88,4,4,41573760,"Holzer, Cynthia",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,20536,MUS,151,04,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20539,MUS,151,07,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20543,MUS,151,11,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,22276,MUS,151,12,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20545,MUS,151,14,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20549,MUS,151,18,Applied Music I,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20558,MUS,152,06,Applied Music II,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20561,MUS,152,09,Applied Music II,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20562,MUS,152,10,Applied Music II,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20565,MUS,152,14,Applied Music II,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20567,MUS,152,16,Applied Music II,In Person,Performance,2,10,4,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20569,MUS,152,18,Applied Music II,In Person,Performance,2,10,4,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20013,MUS,210,01,University Chorale,In Person,Performance,15,50,15,1,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20014,MUS,211,01,Chamber Singers I,In Person,Performance,9,20,9,1,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20573,MUS,251,03,Applied Music III,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20585,MUS,251,16,Applied Music III,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20587,MUS,251,18,Applied Music III,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20590,MUS,252,02,Applied Music IV,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20591,MUS,252,03,Applied Music IV,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20623,MUS,351,18,Applied Music V,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20635,MUS,352,11,Applied Music VI,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20641,MUS,352,18,Applied Music VI,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24765,MUS,392,97,Independent Study-Applied Mus,Independent Study,Study,1,5,1,2,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24764,MUS,392,98,Independent Study-Applied Mus,Independent Study,Study,10,5,19,2,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20019,MUS,410,01,University Chorale,In Person,Performance,10,50,10,1,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20020,MUS,411,01,Chamber Singers II,In Person,Performance,5,20,5,1,1,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20672,MUS,452,06,Senior Perform Appld Mus VIII,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20686,MUS,452,15,Senior Perform Appld Mus VIII,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20689,MUS,452,18,Senior Perform Appld Mus VIII,In Person,Performance,1,10,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20213,MUS,456,01,Senior Recital,In Person,Performance,1,5,2,2,2,00657210,"Hristova, Gabriela",Flint Music,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23111,NUR,316,W2,Research in Nursing,Fully Online,Online/Web Based,30,44,90,3,3,82466630,"Injic, Zorka",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,23112,NUR,316,W3,Research in Nursing,Fully Online,Online/Web Based,29,44,87,3,3,82466630,"Injic, Zorka",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,24412,NUR,345,W3,Nursing and HCR Informatics,Fully Online,Online/Web Based,28,30,56,2,2,82466630,"Injic, Zorka",Flint Nursing,Flint Nursing,202820,LEO Lecturer I
202420,Winter 2024,24278,CHM,150,W1,General CHM for Hlth Sciences,Fully Online,Online/Web Based,62,50,186,3,3,91367916,"Ionina-Prasov, Marina",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23484,CHM,252,W1,Bio Chemistry for Health Sci,Fully Online,Online/Web Based,29,50,87,3,3,91367916,"Ionina-Prasov, Marina",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,22309,CHM,253,01,Bio Chemistry Lab for Hlth Sci,In Person,Laboratory,23,24,23,1,1,91367916,"Ionina-Prasov, Marina",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202880,LEO Lecturer IV
